"Plot","SampleID","Sample_Type","Aquatic_Type","Date","Landcover","Latitude","Longitude","Temp_water_degC","pH","DO_per","Cond_uscm","TDS_mgL","mvorp","Velocity_m_s","Discharge_m3s","WindSpeed_mean_ms","Temp_air_degC","Slope","DistancetoOutlet_m","CN","conc_CH4_mM","conc_CO2_mM","DOC_mgL","TDN_mgL","del_DIC","pCO2_uatm","CO2Flux_gm2d","k600","NOSC_median","NOSC_mean","NOSC_std","GFE_median","GFE_mean","GFE_std","DBE_median","DBE_mean","DBE_std","AI_median","AI_mean","AI_std","Shannon_Diversity","Raos_Elemental_Comp","Amino_sugar","Carbohydrate","Cond_HC","Lignin","Lipid","Protein","Tannin","Unsat_HC","Other","dist_km"
"49","49SW","surface","Stream",2023-07-18,"Peatland",68.3534992,19.04263901,14.39,6.68,64.4,0.06,34,28.6,0.483617178822658,0.130625,3.63021276595745,10.8877083333333,0.00112642058423336,1710.8153666035,NA,0.003090152,0.565271954,NA,NA,-11.33,4359.61581702378,6.79426922695533,3.56765277647088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7108153666035
"5","5 Surf","surface","Stream",2023-07-12,"Forest",68.32825,18.99016,14.5,6.91,54.3,0.06,30,112.12,0.122,0.0031842,5.20895833333333,19.27625,0.151882546187864,8789.32017346853,25.0096192791367,NA,0.44515474,2.422417743,0.096859441,-10.85,2374.0788896023,50.858030104168,53.447551276402,-0.276819923371647,-0.248455342044025,0.430941606128186,68.189367816092,67.3809772482547,12.2818357746533,12,11.8977462437396,3.91666573664063,0,-0.07238033881398,0.506899833285854,7.38143121869786,0.256914031504361,0.38,0.42,8.55,74.94,1.71,6.42,6.38,1.21,NA,8.78932017346853
"50","50SW","surface","Stream",2023-07-18,"Peatland",68.35399,19.04049,13.66,6.5,55,0.08,43,13.6,0.433970099667774,0.130625,3.63021276595745,10.8877083333333,0.0011178029047057,1565.4378294541,NA,0.027599967,0.530439365,NA,NA,-11.035,5149.95455327929,7.78607827357125,3.39814932085589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5654378294541
"51","51SW","surface","Stream",2023-07-18,"Peatland",68.35438,19.03982,14.28,6.7,61.7,0.07,35,15,0.0420692431561997,0.130625,3.63021276595745,10.8877083333333,0.0011113114463247,1494.60289146507,NA,NA,0.527476292,NA,NA,-10.475,3942.23269828834,3.67004422369908,2.15282252137133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49460289146507
"52","52SW","surface","Stream",2023-07-18,"Peatland",68.35483,19.03998,14.34,6.64,61.1,0.07,35,67.8,0.027,0.100035,3.63021276595745,10.8877083333333,0.00111780290470572,1410.6483701471,29.4057907862165,NA,0.476831745,5.309832754,0.18057099,-10.365,3897.47225345714,3.54355166645852,2.10574330741126,-0.378378378378378,-0.345002874821662,0.38636517411175,71.0837837837838,70.1325819324174,11.0114074621849,12,11.9932114882507,3.97293033133376,0,-0.0540822918898183,0.528664991626856,7.32475393221371,0.248579728980151,0.42,0.52,5.26,81.4,2.24,7.03,2.34,0.73,0.05,1.4106483701471
"53","53SW","surface","Stream",2023-07-18,"Peatland",68.35515,19.04079,14.4,6.66,65,0.07,35,91.9,0.0135222567287785,0.130625,3.63021276595745,10.8877083333333,0.00111780290470634,1321.53985324442,NA,0.056433041,0.516715163,NA,NA,-10.105,4107.60687459039,3.67881354107119,2.06294233391075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32153985324442
"54","54SW","surface","Stream",2023-07-18,"Peatland",68.3558,19.04158,14.6,6.64,60.1,0.07,35,95.4,0.0208034718904284,0.130625,3.63021276595745,10.8877083333333,8.459145521793e-05,1235.03433852477,NA,0.002130206,0.492352098,NA,NA,-10.3383333333333,4044.80332960025,3.54693321074564,2.02499958032462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23503433852477
"6","6 Surf","surface","Stream",2023-07-12,"Forest",68.3315,18.98201,13.29,7.03,60.5,0.05,26,11.6,0.573,0.0158148,5.20895833333333,19.27625,0.190294024022591,8309.42893389347,27.616865572483,NA,0.402550003,2.523895734,0.091389652,-8.73,1700.02888718106,94.7826116650775,150.041394684843,-0.342857142857143,-0.311601102389323,0.460202202586814,70.0714285714286,69.1806314180957,13.1157627737242,10,10.565752128666,4.04315108928287,-0.0833333333333333,-0.165802457938544,0.926752797876397,7.29868446604648,0.271039747739529,1.69,0.84,6.51,68.62,2.53,10.4,7.54,1.73,0.14,8.30942893389347
"7","7","surface","Stream",2023-07-12,"Forest",68.33291039,18.97694978,14.67,6.79,49.3,0.06,28,113.1,0.1,0.00105,5.20895833333333,19.27625,0.194762269562667,7844.61046800427,24.1985062480377,NA,0.50602961,2.988392932,0.123494934,-12.16,3310.65020257646,57.7404919766484,41.2391295681325,-0.228571428571429,-0.205798589188235,0.433463993261221,66.8142857142857,66.1652597918647,12.3537238079448,13,12.8186743148502,4.27385113611584,0,-0.0560200053298348,0.83957254942771,7.68374166328126,0.275740614798611,0.44,0.79,10.15,74.49,1.36,5.27,6.92,0.48,0.1,7.84461046800427
"8","8SW","surface","Stream",2023-07-12,"Forest",68.34029,18.96756,17.5,6.54,53.1,0.07,34,90.2,0.009,0.00324,5.20895833333333,19.27625,0.0680985131237976,6820.92660446173,26.857200193414,0.096259138,0.699794402,5.207308598,0.193888736,-14.89,6996.4834312628,33.6260135526592,10.7446603127844,-0.344827586206897,-0.305480012823983,0.41566688370835,70.1275862068966,69.0061803654835,11.846506185688,12,11.9691887675507,4.08228694295275,0,-0.0648416539585429,0.501131186235626,7.48576721061903,0.262665624818501,0.39,0.27,8.01,76.2,2.33,7.55,4.28,0.93,0.04,6.82092660446173
"9","9SW","surface","Stream",2023-07-12,"Peatland",68.34229,18.96842,15.32,6.62,43.1,0.06,33,102.1,1e-05,2.81e-06,5.20895833333333,19.27625,0.00479873979814969,6578.87622730712,26.1675370068617,NA,0.763045853,5.15604652,0.19703981,-16.07,6539.83060306508,5.94146524902534,2.02013633219767,-0.117647058823529,-0.0975467542970259,0.484002969385264,63.6529411764706,63.0800824974652,13.79408462748,12,12.1011128775835,4.32299042522423,-0.08,-0.178888548948742,0.821998909468342,7.71036187825091,0.2654127059319,0.73,0.54,14.15,65.67,1.05,5.87,11.14,0.76,0.1,6.57887622730712
